Listing_ID,Seller_ID,Feedback_Score,Condition_ID,Condition_Name,Standard_Condition,Laptop_ID,Brand,Ram_Size,Storage_Type,Storage_Capacity,Price,Currency,Shipping_Cost,Total_Cost
v1|405722803283|0,ozbestbuy1,100.0,1000,New,New,v1|405722803283|0,Intel,12GB,SSD,512GB,357.59,USD,0.0,357.59
v1|187015086111|695042089295,pc_on_sales,100.0,1000,New,New,v1|187015086111|695042089295,HP,32GB,SSD,2TB,599.0,USD,0.0,599.0
v1|186880624928|694942167276,pc_on_sales,100.0,1000,New,New,v1|186880624928|694942167276,HP,32GB,SSD,2TB,519.0,USD,0.0,519.0
v1|186842633825|694899484463,pc_on_sales,100.0,1000,New,New,v1|186842633825|694899484463,HP,16GB,Unknown,384GB,309.0,USD,0.0,309.0
v1|266112342777|0,photobooth3,96.7,1000,New,New,v1|266112342777|0,Intel,8GB,SSD,256GB,299.99,USD,0.0,299.99
v1|156441734106|457541847236,photographymallstore,95.5,1000,New,New,v1|156441734106|457541847236,Huawei,Unknown,Unknown,Unknown,469.0,USD,0.0,469.0
v1|187089391948|0,protech365,100.0,1000,New,New,v1|187089391948|0,HP,16GB,Unknown,1TB,599.0,USD,0.0,599.0
v1|167322950214|0,prycedin,98.5,1000,New,New,v1|167322950214|0,Intel,32GB,SSD,512GB,399.99,USD,0.0,399.99
v1|186775022782|0,qasqasi_uaecd,93.7,1000,New,New,v1|186775022782|0,Intel,20GB,Unknown,1TB,399.99,USD,0.0,399.99
v1|375752150806|0,rash_9298,100.0,1000,New,New,v1|375752150806|0,Lenovo,Unknown,Unknown,Unknown,500.0,USD,0.0,500.0
v1|176003758556|0,reveno85,100.0,1000,New,New,v1|176003758556|0,HP,Unknown,Unknown,Unknown,288.0,USD,0.0,288.0
v1|326218618150|0,reyelectronics,98.4,1000,New,New,v1|326218618150|0,HP,8GB,SSD,512GB,479.99,USD,0.0,479.99
v1|325407916402|0,reyelectronics,98.4,1000,New,New,v1|325407916402|0,Intel,6GB,SSD,120GB,209.99,USD,0.0,209.99
v1|156585533399|0,rotem1,99.8,1000,New,New,v1|156585533399|0,Intel,Unknown,Unknown,Unknown,308.99,USD,0.0,308.99
v1|226636652985|0,salviya357159,99.2,1000,New,New,v1|226636652985|0,Intel,8GB,Unknown,256GB,299.0,USD,0.0,299.0
v1|387213629602|0,sgin-shop-1121,100.0,1000,New,New,v1|387213629602|0,SGIN,8GB,SSD,256GB,159.99,USD,0.0,159.99
v1|387216795175|654455787520,sgin-shop-1121,100.0,1000,New,New,v1|387216795175|654455787520,SGIN,Unknown,SSD,128GB,209.99,USD,0.0,209.99
v1|387636531493|0,sgin-shop-1121,100.0,1000,New,New,v1|387636531493|0,SGIN,4GB,SSD,128GB,139.99,USD,0.0,139.99
v1|387213731911|0,sgin-shop-1121,100.0,1000,New,New,v1|387213731911|0,SGIN,Unknown,SSD,4GB,209.99,USD,0.0,209.99
v1|387213851051|0,sgin-shop-1121,100.0,1000,New,New,v1|387213851051|0,Intel,12GB,SSD,1024GB,179.99,USD,0.0,179.99
v1|315840495626|0,sgin_official_store,98.1,1000,New,New,v1|315840495626|0,SGIN,4GB,SSD,128GB,199.99,USD,0.0,199.99
v1|315829472374|0,sgin_official_store,98.1,1000,New,New,v1|315829472374|0,Intel,8GB,SSD,512GB,169.99,USD,0.0,169.99
v1|315982549209|0,sgin_official_store,98.1,1000,New,New,v1|315982549209|0,SGIN,8GB,SSD,256GB,229.89,USD,0.0,229.89
v1|235780815300|0,sgin_shop,98.7,1000,New,New,v1|235780815300|0,Intel,8GB,SSD,512GB,239.99,USD,0.0,239.99
v1|235412028199|0,sgin_shop,98.7,1000,New,New,v1|235412028199|0,SGIN,4GB,Unknown,128GB,139.99,USD,0.0,139.99
v1|176796375958|0,shalmesh,99.5,1000,New,New,v1|176796375958|0,ThinkPad,8GB,SSD,256GB,230.09,USD,0.0,230.09
v1|126024962894|0,silvemic,100.0,1000,New,New,v1|126024962894|0,MSI,8GB,SSD,512GB,609.9,USD,0.0,609.9
v1|226586586723|0,singhtechnologies,100.0,1000,New,New,v1|226586586723|0,Lenovo,4GB,Unknown,32GB,329.55,USD,0.0,329.55
v1|226586586717|0,singhtechnologies,100.0,1000,New,New,v1|226586586717|0,Lenovo,8GB,Unknown,256GB,594.55,USD,0.0,594.55
v1|226586586645|0,singhtechnologies,100.0,1000,New,New,v1|226586586645|0,Lenovo,4GB,Unknown,32GB,266.35,USD,0.0,266.35
v1|295952436268|0,sm_594651,0.0,1000,New,New,v1|295952436268|0,Lenovo,Unknown,SSD,1TB,499.98,USD,0.0,499.98
v1|187104913371|0,smoya911,94.3,1000,New,New,v1|187104913371|0,SGIN,4GB,SSD,5GB,104.99,USD,0.0,104.99
v1|187076218507|0,smoya911,94.3,1000,New,New,v1|187076218507|0,Intel,16GB,Unknown,512GB,124.99,USD,0.0,124.99
v1|187072193853|0,smoya911,94.3,1000,New,New,v1|187072193853|0,Intel,4GB,Unknown,125GB,109.99,USD,0.0,109.99
v1|316320527994|0,snapsell-2,94.4,1000,New,New,v1|316320527994|0,HP,16GB,Unknown,512GB,590.0,USD,0.0,590.0
v1|233951742938|0,sonna96,0.0,1000,New,New,v1|233951742938|0,HP,Unknown,Unknown,Unknown,350.0,USD,10.0,360.0
v1|226488530180|0,spark.goodies,98.1,1000,New,New,v1|226488530180|0,Intel,16GB,SSD,512GB,410.11,USD,0.0,410.11
v1|226533461213|0,spark.goodies,98.1,1000,New,New,v1|226533461213|0,Intel,Unknown,Unknown,256GB,272.05,USD,0.0,272.05
v1|306177513472|0,steevesj,99.9,1000,New,New,v1|306177513472|0,Intel,8GB,SSD,128GB,279.95,USD,0.0,279.95
v1|187113582277|0,stellareikipicks,98.8,1000,New,New,v1|187113582277|0,Intel,4GB,Unknown,64GB,208.29,USD,0.0,208.29
v1|296915809758|0,swingcomputers,97.9,1000,New,New,v1|296915809758|0,Lenovo,8GB,Unknown,128GB,458.99,USD,0.0,458.99
v1|306100226497|0,swingcomputers,97.9,1000,New,New,v1|306100226497|0,Intel,4GB,Unknown,64GB,488.89,USD,0.0,488.89
v1|116361781623|0,sx_e_f,100.0,1000,New,New,v1|116361781623|0,Lenovo,Unknown,SSD,512GB,349.0,USD,0.0,349.0
v1|187078045139|0,t351a,100.0,1000,New,New,v1|187078045139|0,Dell,Unknown,Unknown,Unknown,540.0,USD,0.0,540.0
v1|305636061419|0,tactical_trade_master,100.0,1000,New,New,v1|305636061419|0,Acer,Unknown,Unknown,Unknown,340.0,USD,0.0,340.0
v1|146478164017|0,tanyastreasuries,98.8,1000,New,New,v1|146478164017|0,HP,8GB,SSD,256GB,334.99,USD,0.0,334.99
v1|376097911056|0,tanyastreasuries,98.8,1000,New,New,v1|376097911056|0,Asus,8GB,SSD,128GB,369.99,USD,0.0,369.99
v1|376097910205|0,tanyastreasuries,98.8,1000,New,New,v1|376097910205|0,HP,4GB,SSD,128GB,479.99,USD,0.0,479.99
v1|335892760539|0,tastepie,100.0,1000,New,New,v1|335892760539|0,HP,16GB,SSD,512GB,499.0,USD,0.0,499.0
v1|225637205556|0,tech_handyman,99.9,1000,New,New,v1|225637205556|0,Intel,4GB,Unknown,500GB,499.88,USD,0.0,499.88
v1|326442821958|0,tedselectronics1,99.4,1000,New,New,v1|326442821958|0,Intel,4GB,Unknown,16GB,258.99,USD,0.0,258.99
v1|125137332863|0,tekbuff,99.3,1000,New,New,v1|125137332863|0,Dell,16GB,SSD,512GB,625.0,USD,0.0,625.0
v1|197125416878|0,the_thingamajigs_store,0.0,1000,New,New,v1|197125416878|0,Intel,8GB,Unknown,256GB,264.94,USD,0.0,264.94
v1|365318055968|0,theglowgallery,80.0,1000,New,New,v1|365318055968|0,Intel,5GB,SSD,12GB,398.99,USD,0.0,398.99
v1|305926090649|0,themaxmart,98.9,1000,New,New,v1|305926090649|0,HP,16GB,Unknown,512GB,519.87,USD,0.0,519.87
v1|296796964553|0,themaxmart,98.9,1000,New,New,v1|296796964553|0,HP,4GB,Unknown,128GB,194.37,USD,0.0,194.37
v1|296796970178|0,themaxmart,98.9,1000,New,New,v1|296796970178|0,HP,4GB,Unknown,128GB,203.67,USD,0.0,203.67
v1|116402078017|0,themaxmart,98.9,1000,New,New,v1|116402078017|0,HP,16GB,SSD,512GB,566.37,USD,0.0,566.37
v1|116467315640|0,themaxmart,98.9,1000,New,New,v1|116467315640|0,ThinkPad,16GB,SSD,512GB,594.27,USD,0.0,594.27
v1|116399520824|0,themaxmart,98.9,1000,New,New,v1|116399520824|0,HP,32GB,SSD,1TB,603.57,USD,0.0,603.57
v1|306042370815|0,themaxmart,98.9,1000,New,New,v1|306042370815|0,HP,16GB,SSD,512GB,659.37,USD,0.0,659.37
v1|306190949793|0,themaxmart,98.9,1000,New,New,v1|306190949793|0,Dell,16GB,SSD,1TB,529.17,USD,0.0,529.17
v1|297170261205|0,thesalesturner,100.0,1000,New,New,v1|297170261205|0,Lenovo,8GB,SSD,512GB,400.0,USD,0.0,400.0
v1|364858787685|634422097866,thoyal,100.0,1000,New,New,v1|364858787685|634422097866,Intel,6GB,SSD,1TB,189.14,USD,0.0,189.14
v1|335804843987|0,tomers41,100.0,1000,New,New,v1|335804843987|0,Intel,Unknown,Unknown,Unknown,382.16,USD,0.0,382.16
v1|205278250849|0,trav-lightner41056,100.0,1000,New,New,v1|205278250849|0,Lenovo,4GB,SSD,128GB,300.0,USD,0.0,300.0
v1|276808186023|0,tryna-buy,93.8,1000,New,New,v1|276808186023|0,HP,8GB,Unknown,512GB,246.46,USD,0.0,246.46
v1|156792829981|0,uniquetechllc,95.5,1000,New,New,v1|156792829981|0,HP,8GB,SSD,256GB,299.62,USD,0.0,299.62
v1|286242382514|0,unogoo_trade05,98.8,1000,New,New,v1|286242382514|0,Intel,Unknown,Unknown,Unknown,375.15,USD,0.0,375.15
v1|286242366354|0,unogoo_trade05,98.8,1000,New,New,v1|286242366354|0,Intel,4GB,Unknown,64GB,194.67,USD,0.0,194.67
v1|135612626126|0,usmarketbargains,100.0,1000,New,New,v1|135612626126|0,Intel,8GB,SSD,256GB,296.14,USD,0.0,296.14
v1|135143571759|0,vipoutlet,96.9,1000,New,New,v1|135143571759|0,HP,16GB,SSD,1TB,499.0,USD,0.0,499.0
v1|115589782288|0,vipoutlet,96.9,1000,New,New,v1|115589782288|0,HP,8GB,Unknown,512GB,487.0,USD,0.0,487.0
v1|135044394288|0,vipoutlet,96.9,1000,New,New,v1|135044394288|0,HP,Unknown,Unknown,Unknown,434.0,USD,0.0,434.0
v1|116384908229|0,vipoutlet,96.9,1000,New,New,v1|116384908229|0,Gateway,16GB,Unknown,1TB,450.0,USD,0.0,450.0
v1|127032134245|0,vipoutlet,96.9,1000,New,New,v1|127032134245|0,HP,8GB,Unknown,512GB,427.0,USD,0.0,427.0
v1|134934054524|0,vipoutlet,96.9,1000,New,New,v1|134934054524|0,Intel,8GB,SSD,128GB,216.0,USD,0.0,216.0
v1|134658153427|0,vipoutlet,96.9,1000,New,New,v1|134658153427|0,HP,4GB,SSD,128GB,191.0,USD,0.0,191.0
v1|116547278423|0,vipoutlet,96.9,1000,New,New,v1|116547278423|0,Intel,Unknown,Unknown,Unknown,298.0,USD,0.0,298.0
v1|135672386452|0,vipoutlet,96.9,1000,New,New,v1|135672386452|0,Intel,16GB,SSD,512GB,391.0,USD,0.0,391.0
v1|156246985464|0,wholesalebroker,98.2,1000,New,New,v1|156246985464|0,HP,8GB,Unknown,256GB,349.99,USD,0.0,349.99
v1|146158556633|0,wholesalebroker,98.2,1000,New,New,v1|146158556633|0,Gateway,16GB,SSD,1TB,399.99,USD,0.0,399.99
v1|405246693386|0,wins23-19,98.5,1000,New,New,v1|405246693386|0,Intel,Unknown,SSD,64GB,211.99,USD,0.0,211.99
v1|266372671126|0,xcesslimited2013,96.5,1000,New,New,v1|266372671126|0,CHUWI,8GB,SSD,1TB,199.0,USD,0.0,199.0
v1|375966079239|0,xosortasweet,92.9,1000,New,New,v1|375966079239|0,Lenovo,Unknown,Unknown,Unknown,225.0,USD,0.0,225.0
v1|405570885957|0,yechi_25,100.0,1000,New,New,v1|405570885957|0,Intel,Unknown,Unknown,Unknown,376.24,USD,0.0,376.24
v1|326486368602|0,ymishtal,99.8,1000,New,New,v1|326486368602|0,Intel,8GB,SSD,512GB,375.0,USD,0.0,375.0
v1|387821568832|0,younshipsanywhere,99.5,1000,New,New,v1|387821568832|0,Lenovo,4GB,SSD,128GB,325.0,USD,0.0,325.0
v1|387821568221|0,younshipsanywhere,99.5,1000,New,New,v1|387821568221|0,HP,4GB,SSD,128GB,398.99,USD,0.0,398.99
v1|396121709759|0,younshipsanywhere,99.5,1000,New,New,v1|396121709759|0,Asus,Unknown,Unknown,Unknown,299.99,USD,0.0,299.99
v1|375567620436|0,ysd_20_53,99.3,1000,New,New,v1|375567620436|0,Intel,4GB,Unknown,128GB,139.99,USD,0.0,139.99
v1|256603926554|0,yyelectronicincyy,99.2,1000,New,New,v1|256603926554|0,LG,16GB,SSD,1TB,580.0,USD,0.0,580.0
v1|405633663605|675926914006,zeetec_store,0.0,1000,New,New,v1|405633663605|675926914006,Intel,16GB,Unknown,Unknown,361.0,USD,0.0,361.0
v1|325898551718|0,zoeyf99,100.0,1000,New,New,v1|325898551718|0,Lenovo,4GB,Unknown,32GB,169.0,USD,0.0,169.0
v1|156785469161|458178188721,zqzxcd,98.7,1000,New,New,v1|156785469161|458178188721,Intel,64GB,Unknown,2TB,449.99,USD,0.0,449.99
v1|156548171337|457747039987,zqzxcd,98.7,1000,New,New,v1|156548171337|457747039987,HP,16GB,Unknown,128GB,235.99,USD,0.0,235.99
v1|156387803234|457478008078,zqzxcd,98.7,1000,New,New,v1|156387803234|457478008078,HP,32GB,SSD,2TB,392.99,USD,0.0,392.99
v1|156587043561|457871456600,zqzxcd,98.7,1000,New,New,v1|156587043561|457871456600,HP,16GB,Unknown,64GB,259.99,USD,0.0,259.99
v1|156788586990|458182702680,zqzxcd,98.7,1000,New,New,v1|156788586990|458182702680,HP,64GB,Unknown,Unknown,609.99,USD,0.0,609.99
v1|226539408339|0,zuheir.h95,100.0,1000,New,New,v1|226539408339|0,HP,Unknown,Unknown,Unknown,475.0,USD,0.0,475.0
v1|356403837815|0,7wqfc-62,100.0,1500,Open box,Used,v1|356403837815|0,Dell,Unknown,Unknown,Unknown,350.0,USD,0.0,350.0
v1|255998404489|0,a1-ircs-showroom,100.0,1500,Open box,Used,v1|255998404489|0,Intel,12GB,Unknown,256GB,399.99,USD,0.0,399.99
v1|297102170263|0,a19-ry,96.8,1500,Open box,Used,v1|297102170263|0,Lenovo,Unknown,SSD,960GB,165.45,USD,0.0,165.45
v1|267053295153|0,a_different_store,97.7,1500,Open box,Used,v1|267053295153|0,HP,16GB,SSD,500GB,249.99,USD,0.0,249.99
v1|256729812002|0,aidoresmile,100.0,1500,Open box,Used,v1|256729812002|0,HP,Unknown,Unknown,Unknown,225.0,USD,0.0,225.0
v1|386824059344|0,ajtechnologyca-1,100.0,1500,Open box,Used,v1|386824059344|0,Intel,8GB,Unknown,128GB,510.07,USD,18.37,528.44
v1|393987174645|0,albecks-68,0.0,1500,Open box,Used,v1|393987174645|0,HP,Unknown,Unknown,Unknown,400.0,USD,0.0,400.0
v1|376130497577|0,alija-13,100.0,1500,Open box,Used,v1|376130497577|0,Intel,Unknown,SSD,512GB,320.0,USD,0.0,320.0
v1|274682987051|0,alltechresources,99.5,1500,Open box,Used,v1|274682987051|0,Intel,Unknown,Unknown,Unknown,379.0,USD,0.0,379.0
v1|286236971113|0,amedeo_exclusive,99.0,1500,Open box,Used,v1|286236971113|0,Intel,Unknown,Unknown,Unknown,671.61,USD,0.0,671.61
v1|286253009451|0,amedeo_exclusive,99.0,1500,Open box,Used,v1|286253009451|0,Lenovo,Unknown,Unknown,Unknown,612.7,USD,0.0,612.7
v1|116525750572|0,auctioneersdeals,97.4,1500,Open box,Used,v1|116525750572|0,Intel,16GB,SSD,512GB,517.74,USD,0.0,517.74
v1|126820827843|0,auctioneersdeals,97.4,1500,Open box,Used,v1|126820827843|0,Acer,Unknown,SSD,128GB,244.36,USD,0.0,244.36
v1|284690647395|0,avpawn,94.7,1500,Open box,Used,v1|284690647395|0,HP,Unknown,Unknown,Unknown,340.0,USD,25.0,365.0
v1|204579414677|0,bargain-beaver,99.1,1500,Open box,Used,v1|204579414677|0,Microsoft,8GB,Unknown,128GB,349.99,USD,0.0,349.99
v1|255989908231|0,belowcostlaptops,99.0,1500,Open box,Used,v1|255989908231|0,HP,8GB,SSD,256GB,349.39,USD,0.0,349.39
v1|256618471245|0,beltronusa,99.2,1500,Open box,Used,v1|256618471245|0,Samsung,4GB,Unknown,Unknown,149.5,USD,0.0,149.5
v1|224180582894|0,bestbuy1939,100.0,1500,Open box,Used,v1|224180582894|0,Samsung,4GB,Unknown,32GB,316.0,USD,0.0,316.0
v1|276806925883|0,bestdealsgroup,99.2,1500,Open box,Used,v1|276806925883|0,Intel,16GB,SSD,512GB,455.0,USD,0.0,455.0
v1|335886260390|545430813242,bestptv,98.6,1500,Open box,Used,v1|335886260390|545430813242,Intel,16GB,Unknown,1TB,229.0,USD,0.0,229.0
v1|226681640677|0,betterway36,100.0,1500,Open box,Used,v1|226681640677|0,Lenovo,8GB,Unknown,512GB,460.0,USD,14.0,474.0
v1|204818674331|505479078502,bigpocketsoutlet,99.4,1500,Open box,Used,v1|204818674331|505479078502,Intel,4GB,SSD,64GB,148.72,USD,70.31,219.03
v1|225350195899|0,bravo4minnesota,99.6,1500,Open box,Used,v1|225350195899|0,HP,4GB,Unknown,32GB,179.99,USD,0.0,179.99
v1|113326266292|0,buycomputerpartsandmore,100.0,1500,Open box,Used,v1|113326266292|0,Intel,Unknown,Unknown,Unknown,189.0,USD,0.0,189.0
v1|405723140458|0,byte-techdirect,100.0,1500,Open box,Used,v1|405723140458|0,Intel,32GB,SSD,512GB,565.25,USD,0.0,565.25
v1|275663650069|0,carolier,0.0,1500,Open box,Used,v1|275663650069|0,Samsung,Unknown,Unknown,Unknown,100.0,USD,0.0,100.0
v1|166574674593|0,cbrook29,0.0,1500,Open box,Used,v1|166574674593|0,Asus,Unknown,Unknown,Unknown,500.0,USD,0.0,500.0
v1|176543592133|0,ccmiller931,97.9,1500,Open box,Used,v1|176543592133|0,Asus,Unknown,Unknown,Unknown,175.0,USD,0.0,175.0
v1|304676320132|0,cellsnotherstuff,98.6,1500,Open box,Used,v1|304676320132|0,HP,4GB,SSD,128GB,199.0,USD,0.0,199.0
v1|335800521460|0,cheeses-95,0.0,1500,Open box,Used,v1|335800521460|0,Asus,Unknown,Unknown,Unknown,300.0,USD,0.0,300.0
v1|195291406059|0,comars_6405,0.0,1500,Open box,Used,v1|195291406059|0,HP,Unknown,Unknown,Unknown,269.0,USD,8.0,277.0
v1|405654145853|0,comprem,99.3,1500,Open box,Used,v1|405654145853|0,Intel,16GB,SSD,512GB,686.1,USD,53.8,739.9
v1|175974495957|0,computersofhouston,99.0,1500,Open box,Used,v1|175974495957|0,Dell,8GB,Unknown,256GB,490.99,USD,0.0,490.99
v1|226628345437|0,comserve_corp,100.0,1500,Open box,Used,v1|226628345437|0,Samsung,5GB,Unknown,128GB,300.0,USD,0.0,300.0
v1|314230771861|0,courtnemountfor_0,0.0,1500,Open box,Used,v1|314230771861|0,Samsung,Unknown,Unknown,Unknown,110.0,USD,0.0,110.0
v1|315954630461|0,d26gf_60,0.0,1500,Open box,Used,v1|315954630461|0,HP,4GB,Unknown,64GB,250.0,USD,0.0,250.0
v1|374429307981|0,da_dany_xdbjfdnh,100.0,1500,Open box,Used,v1|374429307981|0,HP,4GB,SSD,128GB,450.0,USD,0.0,450.0
v1|297037680416|0,dealmaster_777,100.0,1500,Open box,Used,v1|297037680416|0,HP,16GB,SSD,512GB,599.0,USD,25.0,624.0
v1|144390312680|0,dellsproperty,100.0,1500,Open box,Used,v1|144390312680|0,HP,Unknown,SSD,8GB,500.0,USD,0.0,500.0
v1|146155313179|0,densan-8437,100.0,1500,Open box,Used,v1|146155313179|0,Lenovo,Unknown,Unknown,Unknown,310.0,USD,0.0,310.0
v1|255265530911|0,divinecodex,100.0,1500,Open box,Used,v1|255265530911|0,Dell,Unknown,Unknown,Unknown,515.0,USD,0.0,515.0
v1|125360256885|0,dreeii,100.0,1500,Open box,Used,v1|125360256885|0,HP,8GB,Unknown,256GB,400.0,USD,0.0,400.0
v1|156399570795|0,ebabyoutlet,98.2,1500,Open box,Used,v1|156399570795|0,HP,8GB,SSD,256GB,299.95,USD,0.0,299.95
v1|294530900896|0,epicsavingsonline,98.0,1500,Open box,Used,v1|294530900896|0,HP,4GB,SSD,256GB,279.99,USD,39.95,319.94
v1|404079484392|0,etrondeals,100.0,1500,Open box,Used,v1|404079484392|0,Asus,4GB,Unknown,64GB,169.88,USD,0.0,169.88
v1|404840004170|0,etrondeals,100.0,1500,Open box,Used,v1|404840004170|0,HP,Unknown,SSD,12GB,549.88,USD,0.0,549.88
v1|236037264888|0,ewirelessgear,99.7,1500,Open box,Used,v1|236037264888|0,Samsung,4GB,Unknown,128GB,274.99,USD,0.0,274.99
v1|226535718793|0,eworksil,97.9,1500,Open box,Used,v1|226535718793|0,Dell,8GB,Unknown,512GB,544.3,USD,0.0,544.3
v1|226278807390|0,eworksil,97.9,1500,Open box,Used,v1|226278807390|0,HP,4GB,Unknown,64GB,125.5,USD,0.0,125.5
v1|396340629392|0,ezbuyfast,100.0,1500,Open box,Used,v1|396340629392|0,Dell,16GB,SSD,256GB,575.0,USD,0.0,575.0
v1|116351053543|0,fcmanagement,94.6,1500,Open box,Used,v1|116351053543|0,HP,8GB,Unknown,256GB,282.5,USD,0.0,282.5
v1|387518472276|0,gearedgadgets,98.3,1500,Open box,Used,v1|387518472276|0,HP,4GB,Unknown,64GB,119.99,USD,0.0,119.99
v1|387872423943|0,gearedgadgets,98.3,1500,Open box,Used,v1|387872423943|0,Intel,4GB,Unknown,128GB,129.99,USD,0.0,129.99
v1|305772753981|0,geartrekkerbiz,99.4,1500,Open box,Used,v1|305772753981|0,Acer,16GB,SSD,512GB,419.41,USD,0.0,419.41
v1|187103206863|695104634797,guangdongcleamol,0.0,1500,Open box,Used,v1|187103206863|695104634797,HP,8GB,Unknown,64GB,199.99,USD,0.0,199.99
v1|146004955987|0,hellogoodlife1,98.1,1500,Open box,Used,v1|146004955987|0,HP,16GB,SSD,1TB,375.0,USD,0.0,375.0
v1|127016011276|0,hellogoodlife1,98.1,1500,Open box,Used,v1|127016011276|0,HP,32GB,SSD,1TB,459.0,USD,0.0,459.0
v1|116316274505|0,hellogoodlife1,98.1,1500,Open box,Used,v1|116316274505|0,Lenovo,8GB,SSD,512GB,299.0,USD,0.0,299.0
v1|127000961807|0,hellogoodlife1,98.1,1500,Open box,Used,v1|127000961807|0,HP,32GB,SSD,1TB,649.5,USD,0.0,649.5
v1|395627732517|0,hightimetech,97.8,1500,Open box,Used,v1|395627732517|0,Intel,Unknown,Unknown,Unknown,436.35,USD,0.0,436.35
v1|235979320436|0,hmichellew11,100.0,1500,Open box,Used,v1|235979320436|0,Lenovo,Unknown,Unknown,Unknown,400.0,USD,0.0,400.0
v1|235962678729|0,hypermicrosystems,99.0,1500,Open box,Used,v1|235962678729|0,Intel,8GB,SSD,128GB,236.99,USD,0.0,236.99
v1|403913220839|0,i_am_m25,0.0,1500,Open box,Used,v1|403913220839|0,Lenovo,Unknown,Unknown,Unknown,300.0,USD,0.0,300.0
v1|255261419481|0,image_spareparts,98.1,1500,Open box,Used,v1|255261419481|0,HP,Unknown,Unknown,Unknown,165.0,USD,0.0,165.0
v1|266067370036|0,image_spareparts,98.1,1500,Open box,Used,v1|266067370036|0,HP,Unknown,Unknown,Unknown,235.0,USD,0.0,235.0
v1|388176025073|0,it-a-profishop,100.0,1500,Open box,Used,v1|388176025073|0,Intel,8GB,SSD,512GB,437.87,USD,64.77,502.64
v1|388003915170|0,itreplay,99.1,1500,Open box,Used,v1|388003915170|0,ThinkPad,Unknown,SSD,16GB,450.0,USD,0.0,450.0
v1|146349774136|0,izp_2530,100.0,1500,Open box,Used,v1|146349774136|0,Intel,16GB,SSD,1TB,240.0,USD,0.0,240.0
v1|156465962907|0,jender.io,99.0,1500,Open box,Used,v1|156465962907|0,HP,12GB,SSD,512GB,379.99,USD,0.0,379.99
v1|176379700658|0,jender.io,99.0,1500,Open box,Used,v1|176379700658|0,HP,8GB,SSD,1TB,379.99,USD,0.0,379.99
v1|175907939934|0,jender.io,99.0,1500,Open box,Used,v1|175907939934|0,HP,12GB,SSD,512GB,359.99,USD,0.0,359.99
v1|166906048482|0,jender.io,99.0,1500,Open box,Used,v1|166906048482|0,HP,12GB,SSD,512GB,399.99,USD,0.0,399.99
v1|166338621306|0,jender.io,99.0,1500,Open box,Used,v1|166338621306|0,HP,8GB,SSD,512GB,359.99,USD,0.0,359.99
v1|176370854396|0,jender.io,99.0,1500,Open box,Used,v1|176370854396|0,HP,4GB,Unknown,64GB,154.99,USD,0.0,154.99
v1|176304393952|0,jender.io,99.0,1500,Open box,Used,v1|176304393952|0,HP,8GB,SSD,1TB,379.99,USD,0.0,379.99
v1|156139188149|0,jender.io,99.0,1500,Open box,Used,v1|156139188149|0,HP,8GB,SSD,1TB,369.99,USD,0.0,369.99
v1|166691856863|0,jender.io,99.0,1500,Open box,Used,v1|166691856863|0,HP,4GB,SSD,128GB,239.99,USD,0.0,239.99
v1|146305004539|0,jkcomputerparts,98.3,1500,Open box,Used,v1|146305004539|0,HP,16GB,SSD,1TB,335.0,USD,0.0,335.0
v1|286300271919|0,jw.it.partners,100.0,1500,Open box,Used,v1|286300271919|0,Lenovo,8GB,Unknown,64GB,229.0,USD,0.0,229.0
v1|265011562390|0,jwim_llc,100.0,1500,Open box,Used,v1|265011562390|0,Lenovo,4GB,Unknown,Unknown,281.35,USD,0.0,281.35
v1|165245681035|0,karinegrinke,100.0,1500,Open box,Used,v1|165245681035|0,HP,6GB,Unknown,8GB,420.0,USD,0.0,420.0
v1|234960428973|0,kcliquidation,99.3,1500,Open box,Used,v1|234960428973|0,HP,4GB,Unknown,64GB,129.99,USD,0.0,129.99
v1|266366220983|0,kjcmills1988,100.0,1500,Open box,Used,v1|266366220983|0,Lenovo,Unknown,Unknown,Unknown,300.0,USD,0.0,300.0
v1|116468695496|0,lamontsbargainbarn,99.3,1500,Open box,Used,v1|116468695496|0,Asus,4GB,Unknown,64GB,159.0,USD,0.0,159.0
v1|205256864835|0,laptopsforles,100.0,1500,Open box,Used,v1|205256864835|0,HP,16GB,Unknown,512GB,624.99,USD,16.0,640.99
v1|196980884779|0,laptopsforles,100.0,1500,Open box,Used,v1|196980884779|0,HP,16GB,Unknown,512GB,589.99,USD,16.0,605.99
v1|205339404201|0,laptopsforles,100.0,1500,Open box,Used,v1|205339404201|0,HP,8GB,Unknown,64GB,199.99,USD,16.0,215.99
v1|197168317206|0,laptopsforles,100.0,1500,Open box,Used,v1|197168317206|0,HP,8GB,Unknown,64GB,189.99,USD,16.0,205.99
v1|297162687695|0,lexxydel-74,100.0,1500,Open box,Used,v1|297162687695|0,Asus,4GB,Unknown,64GB,160.0,USD,0.0,160.0
v1|388196184153|0,lucjage12,100.0,1500,Open box,Used,v1|388196184153|0,Dell,16GB,Unknown,1TB,459.0,USD,0.0,459.0
v1|196512970519|0,lucky_click,100.0,1500,Open box,Used,v1|196512970519|0,HP,4GB,Unknown,64GB,189.0,USD,0.0,189.0
v1|267047412689|0,marc_kelly,100.0,1500,Open box,Used,v1|267047412689|0,Dell,16GB,SSD,256GB,679.99,USD,29.0,708.99
