LaptopID,Brand,RamSize,StorageType,StorageCapacity
v1|125792043103|0,HP,8GB,Unknown,Unknown
v1|326461670889|0,HP,16GB,Unknown,Unknown
v1|135669792678|0,HP,16GB,Unknown,Unknown
v1|226676811719|0,HP,16GB,Unknown,Unknown
v1|236036817428|0,HP,Unknown,Unknown,Unknown
v1|396301502967|0,HP,Unknown,Unknown,Unknown
v1|405723902064|0,HP,8GB,Unknown,Unknown
v1|205176661491|0,HP,8GB,Unknown,Unknown
v1|146489705107|0,HP,Unknown,Unknown,Unknown
v1|365505216182|0,HP,Unknown,Unknown,Unknown
v1|156845459697|0,HP,Unknown,Unknown,Unknown
v1|196730657121|0,HP,8GB,Unknown,Unknown
v1|236036245354|0,HP,Unknown,Unknown,Unknown
v1|306219822415|0,HP,Unknown,Unknown,Unknown
v1|356736751804|0,HP,8GB,Unknown,Unknown
v1|226032285458|0,HP,16GB,Unknown,Unknown
v1|295372780304|0,HP,Unknown,Unknown,Unknown
v1|196957701331|0,HP,Unknown,Unknown,Unknown
v1|176976074411|0,HP,Unknown,Unknown,Unknown
v1|127029341298|0,HP,Unknown,Unknown,Unknown
v1|205396082013|0,HP,Unknown,Unknown,Unknown
v1|235890965159|0,HP,16GB,Unknown,Unknown
v1|156481045481|0,HP,Unknown,Unknown,Unknown
v1|236036926665|0,HP,Unknown,Unknown,Unknown
v1|286460168712|0,HP,4GB,Unknown,Unknown
v1|356736830104|0,HP,8GB,Unknown,Unknown
v1|356728358165|0,HP,Unknown,HDD,Unknown
v1|226681536867|0,HP,Unknown,Unknown,Unknown
v1|388083226646|0,HP,4GB,Unknown,Unknown
v1|365485295627|0,HP,64GB,Unknown,Unknown
v1|326441007312|0,HP,Unknown,Unknown,Unknown
v1|127032479054|0,HP,16GB,Unknown,Unknown
v1|356736594548|0,HP,Unknown,Unknown,Unknown
v1|127032485719|0,HP,16GB,Unknown,Unknown
v1|236036516544|0,HP,4GB,Unknown,Unknown
v1|405722587683|0,HP,Unknown,Unknown,Unknown
v1|115803623729|0,HP,4GB,Unknown,Unknown
v1|277005198758|0,HP,16GB,Unknown,Unknown
v1|277005195626|0,HP,16GB,Unknown,Unknown
v1|277005192212|0,HP,16GB,Unknown,Unknown
v1|306107034976|0,HP,Unknown,Unknown,Unknown
v1|277005185110|0,HP,16GB,Unknown,Unknown
v1|335894732695|0,HP,Unknown,Unknown,Unknown
v1|197175660631|0,HP,Unknown,SSD,Unknown
v1|127032494839|0,HP,16GB,Unknown,Unknown
v1|277005197221|0,HP,16GB,Unknown,Unknown
v1|395959877351|0,HP,Unknown,Unknown,Unknown
v1|204939718308|0,HP,8GB,Unknown,Unknown
v1|127032449219|0,HP,16GB,Unknown,Unknown
v1|127032472990|0,HP,16GB,Unknown,Unknown
v1|127032477755|0,HP,16GB,Unknown,Unknown
v1|277005161605|0,HP,16GB,Unknown,Unknown
v1|127032438585|0,HP,16GB,Unknown,Unknown
v1|277005144055|0,HP,16GB,Unknown,Unknown
v1|187112705534|0,HP,2GB,Unknown,Unknown
v1|296686636753|0,HP,Unknown,Unknown,Unknown
v1|277005132934|0,HP,16GB,Unknown,Unknown
v1|127032410994|0,HP,16GB,Unknown,Unknown
v1|277005147244|0,HP,16GB,Unknown,Unknown
v1|277005156422|0,HP,16GB,Unknown,Unknown
v1|326516690458|0,HP,16GB,Unknown,Unknown
v1|127032424402|0,HP,16GB,Unknown,Unknown
v1|326516531549|0,HP,Unknown,Unknown,Unknown
v1|277005170290|0,HP,16GB,Unknown,Unknown
v1|306216204406|0,HP,Unknown,Unknown,Unknown
v1|146488972869|0,HP,Unknown,SSD,Unknown
v1|127032416878|0,HP,16GB,Unknown,Unknown
v1|127032460911|0,HP,16GB,Unknown,Unknown
v1|277005139423|0,HP,16GB,Unknown,Unknown
v1|277005141288|0,HP,16GB,Unknown,Unknown
v1|277005143201|0,HP,16GB,Unknown,Unknown
v1|156788586990|458182702680,HP,64GB,Unknown,Unknown
v1|296969702605|0,HP,Unknown,Unknown,Unknown
v1|127031546501|0,HP,Unknown,Unknown,Unknown
v1|315298692664|0,HP,Unknown,Unknown,Unknown
v1|127032070316|0,HP,Unknown,Unknown,Unknown
v1|256881258850|0,HP,8GB,Unknown,Unknown
v1|226681515637|0,HP,Unknown,Unknown,Unknown
v1|115167790309|0,HP,8GB,Unknown,Unknown
v1|236036773245|0,HP,16GB,Unknown,Unknown
v1|256255180650|0,HP,4GB,Unknown,Unknown
v1|176979786034|0,HP,Unknown,Unknown,Unknown
v1|156854123098|0,HP,16GB,Unknown,Unknown
v1|204672569030|505296533224,HP,Unknown,Unknown,Unknown
v1|316480330534|0,HP,Unknown,Unknown,Unknown
v1|356107968002|0,HP,Unknown,Unknown,Unknown
v1|316126140353|0,HP,16GB,HDD,Unknown
v1|135044394288|0,HP,Unknown,Unknown,Unknown
v1|335894659162|0,HP,16GB,Unknown,Unknown
v1|156663497774|0,HP,Unknown,Unknown,Unknown
v1|404996219453|675051656423,HP,Unknown,Unknown,Unknown
v1|197144327898|0,HP,16GB,Unknown,Unknown
v1|326515988028|0,HP,Unknown,Unknown,Unknown
v1|176816516989|0,HP,Unknown,Unknown,Unknown
v1|305818100609|0,HP,Unknown,Unknown,Unknown
v1|145865577613|0,HP,Unknown,Unknown,Unknown
v1|255261419481|0,HP,Unknown,Unknown,Unknown
v1|316597544375|0,HP,Unknown,Unknown,Unknown
v1|126503951050|427543311546,HP,Unknown,Unknown,Unknown
v1|236036785336|0,HP,16GB,Unknown,Unknown
v1|297088511071|0,HP,Unknown,Unknown,Unknown
v1|205371712950|0,HP,Unknown,Unknown,Unknown
v1|335738386120|0,HP,4GB,Unknown,Unknown
v1|326351478490|0,HP,4GB,Unknown,Unknown
v1|297144924936|0,HP,4GB,Unknown,Unknown
v1|145908043304|0,HP,Unknown,Unknown,Unknown
v1|326442590697|0,HP,Unknown,Unknown,Unknown
v1|175709882382|0,HP,Unknown,Unknown,Unknown
v1|356234062158|0,HP,Unknown,Unknown,Unknown
v1|146494152139|0,HP,16GB,Unknown,Unknown
v1|316020910154|0,HP,Unknown,Unknown,Unknown
v1|226539408339|0,HP,Unknown,Unknown,Unknown
v1|335738389261|0,HP,4GB,Unknown,Unknown
v1|276751214784|0,HP,8GB,Unknown,Unknown
v1|256729812002|0,HP,Unknown,Unknown,Unknown
v1|335894683152|0,HP,16GB,Unknown,Unknown
v1|205143416562|0,HP,Unknown,Unknown,Unknown
v1|296917542013|0,HP,Unknown,Unknown,Unknown
v1|365223406682|0,HP,Unknown,Unknown,Unknown
v1|256717877424|0,HP,Unknown,Unknown,Unknown
v1|365379214600|0,HP,Unknown,Unknown,Unknown
v1|226587302264|0,HP,Unknown,Unknown,Unknown
v1|356554224033|0,HP,Unknown,Unknown,Unknown
v1|335072683549|0,HP,Unknown,Unknown,Unknown
v1|236036765316|0,HP,16GB,Unknown,Unknown
v1|166924057777|0,HP,8GB,Unknown,Unknown
v1|236035098969|0,HP,Unknown,Unknown,Unknown
v1|146206505034|0,HP,Unknown,Unknown,Unknown
v1|135429648457|0,HP,Unknown,Unknown,Unknown
v1|276997691141|0,HP,Unknown,Unknown,Unknown
v1|126852099064|0,HP,Unknown,Unknown,Unknown
v1|335894679622|0,HP,16GB,Unknown,Unknown
v1|334509374487|0,HP,32GB,Unknown,Unknown
v1|276355881281|0,HP,Unknown,Unknown,Unknown
v1|326442590793|0,HP,Unknown,Unknown,Unknown
v1|156641502427|0,HP,16GB,Unknown,Unknown
v1|387983603123|0,HP,Unknown,Unknown,Unknown
v1|226580912027|0,HP,Unknown,Unknown,Unknown
v1|326359309175|0,HP,Unknown,Unknown,Unknown
v1|116387707913|0,HP,Unknown,Unknown,Unknown
v1|116312796776|0,HP,Unknown,Unknown,Unknown
v1|205268560081|0,HP,Unknown,Unknown,Unknown
v1|326442590750|0,HP,Unknown,Unknown,Unknown
v1|356680343607|0,HP,Unknown,Unknown,Unknown
v1|126678142757|0,HP,8GB,Unknown,Unknown
v1|204440255712|0,HP,Unknown,Unknown,Unknown
v1|266840620436|0,HP,Unknown,Unknown,Unknown
v1|296731896877|0,HP,Unknown,Unknown,Unknown
v1|176003758556|0,HP,Unknown,Unknown,Unknown
v1|316581596183|0,HP,Unknown,Unknown,Unknown
v1|155459065182|0,HP,Unknown,Unknown,Unknown
v1|326442308697|0,HP,Unknown,Unknown,Unknown
v1|355476607869|0,HP,Unknown,Unknown,Unknown
v1|176800716937|0,HP,Unknown,Unknown,Unknown
v1|374163108832|0,HP,Unknown,Unknown,Unknown
v1|356149358801|0,HP,Unknown,Unknown,Unknown
v1|127010187937|0,HP,Unknown,Unknown,Unknown
v1|205289212248|0,HP,Unknown,Unknown,Unknown
v1|405207874117|675308763686,HP,Unknown,Unknown,Unknown
v1|166928777466|0,HP,Unknown,Unknown,Unknown
v1|226144633396|0,HP,Unknown,Unknown,Unknown
v1|286297268144|0,HP,Unknown,Unknown,Unknown
v1|186851520691|0,HP,Unknown,Unknown,Unknown
v1|326336965008|0,HP,Unknown,Unknown,Unknown
v1|205079866883|0,HP,Unknown,Unknown,Unknown
v1|276718063129|0,HP,4GB,Unknown,Unknown
v1|176547574159|0,HP,Unknown,Unknown,Unknown
v1|205151834173|0,HP,Unknown,Unknown,Unknown
v1|256820669872|0,HP,Unknown,Unknown,Unknown
v1|365141636107|0,HP,Unknown,Unknown,Unknown
v1|235904027641|0,HP,8GB,Unknown,Unknown
v1|205281578030|0,HP,Unknown,Unknown,Unknown
v1|256271978421|0,HP,4GB,Unknown,Unknown
v1|313776673451|0,HP,Unknown,Unknown,Unknown
v1|267052043170|0,HP,Unknown,Unknown,Unknown
v1|326415017197|0,HP,Unknown,Unknown,Unknown
v1|404369958953|0,HP,32GB,Unknown,Unknown
v1|145220836105|0,HP,12GB,Unknown,Unknown
v1|365329461826|0,HP,Unknown,Unknown,Unknown
v1|255942396827|0,HP,Unknown,Unknown,Unknown
v1|167293173421|0,HP,Unknown,Unknown,Unknown
v1|135214973421|434671627482,HP,Unknown,Unknown,Unknown
v1|375515230924|0,HP,Unknown,Unknown,Unknown
v1|355834861284|0,HP,Unknown,Unknown,Unknown
v1|388139935504|0,HP,4GB,Unknown,Unknown
v1|165851826454|0,HP,Unknown,Unknown,Unknown
v1|186255010968|0,HP,Unknown,Unknown,Unknown
v1|175432102934|0,HP,4GB,Unknown,Unknown
v1|126604796673|0,HP,Unknown,Unknown,Unknown
v1|154647865869|0,HP,Unknown,Unknown,Unknown
v1|286149276556|0,HP,8GB,Unknown,Unknown
v1|236036780832|0,HP,16GB,Unknown,Unknown
v1|356103599761|0,HP,Unknown,Unknown,Unknown
v1|326442591284|0,HP,Unknown,Unknown,Unknown
v1|156641504435|0,HP,16GB,SSD,Unknown
v1|167423394405|0,HP,Unknown,Unknown,Unknown
v1|286111917471|0,HP,Unknown,Unknown,Unknown
v1|395659862221|0,HP,Unknown,Unknown,Unknown
v1|167258336685|0,HP,16GB,Unknown,Unknown
v1|176807447056|0,HP,Unknown,Unknown,Unknown
v1|356587808664|0,HP,Unknown,Unknown,Unknown
v1|167258306646|0,HP,4GB,Unknown,Unknown
v1|135605934400|0,HP,Unknown,Unknown,Unknown
v1|286459597558|0,HP,Unknown,Unknown,Unknown
v1|235347637014|0,HP,Unknown,Unknown,Unknown
v1|235885763308|0,HP,16GB,Unknown,Unknown
v1|256764054455|0,HP,Unknown,Unknown,Unknown
v1|135195138069|0,HP,Unknown,Unknown,Unknown
v1|356687523046|0,HP,Unknown,Unknown,Unknown
v1|404254314318|0,HP,Unknown,Unknown,Unknown
v1|376106981351|0,HP,Unknown,Unknown,Unknown
v1|326442310796|0,HP,Unknown,Unknown,Unknown
v1|156604315049|0,HP,Unknown,Unknown,Unknown
v1|256540893778|0,HP,Unknown,Unknown,Unknown
v1|276686311454|0,HP,8GB,Unknown,Unknown
v1|326442310777|0,HP,Unknown,Unknown,Unknown
v1|305890586544|0,HP,Unknown,Unknown,Unknown
v1|356186076373|0,HP,Unknown,Unknown,Unknown
v1|316324631518|0,HP,Unknown,Unknown,Unknown
v1|286124274903|0,HP,Unknown,Unknown,Unknown
v1|276673910847|0,HP,Unknown,Unknown,Unknown
v1|195291406059|0,HP,Unknown,Unknown,Unknown
v1|205237728134|0,HP,Unknown,Unknown,Unknown
v1|226190631894|0,HP,Unknown,Unknown,Unknown
v1|405405424084|0,HP,Unknown,Unknown,Unknown
v1|226074287034|0,HP,Unknown,Unknown,Unknown
v1|335817744694|0,HP,8GB,Unknown,Unknown
v1|256764681127|0,HP,4GB,Unknown,Unknown
v1|256220444325|0,HP,4GB,Unknown,Unknown
v1|235420518239|0,HP,Unknown,Unknown,Unknown
v1|286136499188|0,HP,4GB,Unknown,Unknown
v1|167258325924|0,HP,32GB,Unknown,Unknown
v1|355462703521|0,HP,Unknown,Unknown,Unknown
v1|286121849542|0,HP,Unknown,Unknown,Unknown
v1|126556876828|0,HP,Unknown,Unknown,Unknown
v1|355084200444|0,HP,Unknown,Unknown,Unknown
v1|395650578136|0,HP,Unknown,Unknown,Unknown
v1|235930165872|0,HP,Unknown,Unknown,Unknown
v1|316043738634|0,HP,Unknown,Unknown,Unknown
v1|286043948760|0,HP,8GB,Unknown,Unknown
v1|175753618945|0,HP,Unknown,Unknown,Unknown
v1|167258325797|0,HP,64GB,SSD,Unknown
v1|394899596815|0,HP,Unknown,Unknown,Unknown
v1|405187191859|0,HP,Unknown,Unknown,Unknown
v1|146190721483|0,HP,Unknown,Unknown,Unknown
v1|167228397286|0,HP,Unknown,Unknown,Unknown
v1|355484732999|0,HP,Unknown,Unknown,Unknown
v1|156641507661|0,HP,32GB,Unknown,Unknown
v1|285663859465|0,HP,Unknown,Unknown,Unknown
v1|266067370036|0,HP,Unknown,Unknown,Unknown
v1|156641508916|0,HP,16GB,Unknown,Unknown
v1|276754330877|0,HP,6GB,Unknown,Unknown
v1|387321800435|0,HP,Unknown,Unknown,Unknown
v1|326442590762|0,HP,Unknown,Unknown,Unknown
v1|387900629971|0,HP,Unknown,Unknown,Unknown
v1|167179768032|0,HP,Unknown,Unknown,Unknown
v1|235484922931|0,HP,Unknown,Unknown,Unknown
v1|405045600951|0,HP,Unknown,HDD,Unknown
v1|315929688184|0,HP,Unknown,Unknown,Unknown
v1|235926140901|0,HP,Unknown,Unknown,Unknown
v1|405495595961|0,HP,Unknown,Unknown,Unknown
v1|176780672260|0,HP,Unknown,Unknown,Unknown
v1|375804676790|0,HP,Unknown,Unknown,Unknown
v1|405113432678|0,HP,Unknown,Unknown,Unknown
v1|326442310841|0,HP,Unknown,Unknown,Unknown
v1|365435605567|0,HP,Unknown,Unknown,Unknown
v1|285365382509|0,HP,Unknown,Unknown,Unknown
v1|166414052467|0,HP,Unknown,SSD,Unknown
v1|393914066791|0,HP,Unknown,Unknown,Unknown
v1|316292067758|0,HP,Unknown,Unknown,Unknown
v1|285332875492|0,HP,4GB,Unknown,Unknown
v1|167258330948|0,HP,64GB,SSD,Unknown
v1|326351652994|0,HP,Unknown,Unknown,Unknown
v1|204577990693|0,HP,Unknown,Unknown,Unknown
v1|335072674128|0,HP,Unknown,Unknown,Unknown
v1|394961184633|0,HP,Unknown,Unknown,Unknown
v1|365183673251|0,HP,Unknown,Unknown,Unknown
v1|295416638365|0,HP,Unknown,Unknown,Unknown
v1|284690647395|0,HP,Unknown,Unknown,Unknown
v1|286149166685|0,HP,8GB,Unknown,Unknown
v1|256568866609|0,HP,Unknown,Unknown,Unknown
v1|167258345677|0,HP,16GB,Unknown,Unknown
v1|284837023450|0,HP,Unknown,Unknown,Unknown
v1|156751594726|0,HP,Unknown,Unknown,Unknown
v1|387787070478|0,HP,Unknown,Unknown,Unknown
v1|296281032692|0,HP,Unknown,Unknown,Unknown
v1|135179287716|0,HP,Unknown,Unknown,Unknown
v1|197133170299|0,HP,Unknown,Unknown,Unknown
v1|326366657604|0,HP,Unknown,Unknown,Unknown
v1|267022381617|0,HP,Unknown,Unknown,Unknown
v1|354993274201|0,HP,1GB,Unknown,Unknown
v1|354785691148|0,HP,2GB,Unknown,Unknown
v1|355487615241|0,HP,Unknown,Unknown,Unknown
v1|274580347944|0,HP,4GB,Unknown,Unknown
v1|156641506964|0,HP,32GB,Unknown,Unknown
v1|175920315146|0,HP,Unknown,Unknown,Unknown
v1|395448399215|0,HP,Unknown,Unknown,Unknown
v1|326442310786|0,HP,Unknown,Unknown,Unknown
v1|375695089887|0,HP,Unknown,Unknown,Unknown
v1|166854211451|0,HP,Unknown,Unknown,Unknown
v1|285955283225|0,HP,Unknown,Unknown,Unknown
v1|235865959808|0,HP,8GB,Unknown,Unknown
v1|256110928747|0,HP,Unknown,Unknown,Unknown
v1|335488003621|0,HP,4GB,Unknown,Unknown
v1|235332854494|0,HP,4GB,Unknown,Unknown
v1|405235533302|0,HP,Unknown,Unknown,Unknown
v1|195968847869|0,HP,8GB,Unknown,Unknown
v1|135164866161|0,HP,Unknown,Unknown,Unknown
v1|186649903987|0,HP,Unknown,Unknown,Unknown
v1|296938879489|0,HP,Unknown,Unknown,Unknown
v1|355074466311|0,HP,Unknown,Unknown,Unknown
v1|156574254865|0,HP,Unknown,Unknown,Unknown
v1|396154280814|0,HP,Unknown,Unknown,Unknown
v1|326461706499|0,HP,Unknown,Unknown,Unknown
v1|194483266243|0,HP,Unknown,Unknown,Unknown
v1|146039072948|0,HP,Unknown,Unknown,Unknown
v1|196988463377|0,HP,Unknown,Unknown,Unknown
v1|284529252750|0,HP,Unknown,Unknown,Unknown
v1|235865951008|0,HP,8GB,Unknown,Unknown
v1|167258310239|0,HP,16GB,Unknown,Unknown
v1|335722215230|0,HP,8GB,Unknown,Unknown
v1|226585650214|0,HP,4GB,Unknown,Unknown
v1|166941693231|0,HP,Unknown,Unknown,Unknown
v1|276681240245|0,HP,8GB,Unknown,Unknown
v1|235819530980|0,HP,Unknown,Unknown,Unknown
v1|196988463387|0,HP,Unknown,Unknown,Unknown
v1|205151838545|0,HP,Unknown,Unknown,Unknown
v1|335738391539|0,HP,4GB,Unknown,Unknown
v1|256358786695|0,HP,Unknown,Unknown,Unknown
v1|285773698267|0,HP,Unknown,Unknown,Unknown
v1|326359282854|0,HP,Unknown,Unknown,Unknown
v1|146173963290|0,HP,Unknown,Unknown,Unknown
v1|156641507566|0,HP,12GB,Unknown,Unknown
v1|145615066321|0,HP,6GB,Unknown,Unknown
v1|285655026562|0,HP,Unknown,Unknown,Unknown
v1|376000951625|0,HP,Unknown,Unknown,Unknown
v1|284939227249|0,HP,Unknown,Unknown,Unknown
v1|156641510446|0,HP,4GB,Unknown,Unknown
v1|196856586644|0,HP,Unknown,Unknown,Unknown
v1|335722252762|0,HP,8GB,Unknown,Unknown
v1|297002003195|0,HP,12GB,Unknown,Unknown
v1|316123758758|0,HP,Unknown,Unknown,Unknown
v1|267011895219|0,HP,Unknown,HDD,Unknown
v1|404434470909|0,HP,8GB,Unknown,Unknown
v1|364642773786|0,HP,Unknown,Unknown,Unknown
v1|145796913327|0,HP,Unknown,Unknown,Unknown
v1|235320282879|0,HP,4GB,Unknown,Unknown
v1|305933126485|0,HP,Unknown,Unknown,Unknown
v1|387597418395|0,HP,Unknown,Unknown,Unknown
v1|196996951500|0,HP,8GB,Unknown,Unknown
v1|285741796307|0,HP,Unknown,Unknown,Unknown
v1|233951742938|0,HP,Unknown,Unknown,Unknown
v1|276568425073|0,HP,4GB,Unknown,Unknown
v1|305933112175|0,HP,Unknown,Unknown,Unknown
v1|125714343808|0,HP,Unknown,Unknown,Unknown
v1|396067037322|0,HP,Unknown,Unknown,Unknown
v1|365326828034|0,HP,Unknown,Unknown,Unknown
v1|395585943615|0,HP,Unknown,Unknown,Unknown
v1|134833763188|0,HP,Unknown,Unknown,Unknown
v1|276826387155|0,HP,Unknown,Unknown,Unknown
v1|146245593301|0,HP,4GB,Unknown,Unknown
v1|186915714997|0,HP,Unknown,Unknown,Unknown
v1|167250868410|0,HP,Unknown,Unknown,Unknown
v1|395807826755|0,HP,Unknown,Unknown,Unknown
v1|374950569569|0,HP,Unknown,Unknown,Unknown
v1|326416807430|0,HP,2GB,Unknown,Unknown
v1|326442304140|0,HP,Unknown,Unknown,Unknown
v1|387827283874|0,HP,Unknown,Unknown,Unknown
v1|126842106228|0,HP,Unknown,Unknown,Unknown
v1|166565500780|0,HP,4GB,Unknown,Unknown
v1|405429696721|0,HP,Unknown,Unknown,Unknown
v1|167041075668|0,HP,Unknown,Unknown,Unknown
v1|125013505954|0,HP,4GB,Unknown,Unknown
v1|195701680387|0,HP,Unknown,Unknown,Unknown
v1|354245302617|0,HP,Unknown,Unknown,Unknown
v1|315194060177|0,HP,Unknown,Unknown,Unknown
v1|167258329900|0,HP,64GB,Unknown,Unknown
v1|365292558221|0,HP,Unknown,Unknown,Unknown
v1|146307092305|0,HP,Unknown,Unknown,Unknown
v1|165930827849|0,HP,Unknown,Unknown,Unknown
v1|306059830653|0,HP,Unknown,Unknown,Unknown
v1|146149301873|0,HP,Unknown,Unknown,Unknown
v1|195944088354|0,HP,4GB,Unknown,Unknown
v1|185905300184|0,HP,Unknown,Unknown,Unknown
v1|387537855717|0,HP,Unknown,Unknown,Unknown
v1|156641496225|0,HP,Unknown,Unknown,Unknown
v1|326168161559|0,HP,Unknown,Unknown,Unknown
v1|186693055929|0,HP,Unknown,Unknown,Unknown
v1|226254136841|0,HP,Unknown,Unknown,Unknown
v1|235865948909|0,HP,8GB,Unknown,Unknown
v1|116500092929|0,HP,2GB,Unknown,Unknown
v1|355056731485|0,HP,Unknown,Unknown,Unknown
v1|387696831949|0,HP,Unknown,Unknown,Unknown
v1|226370361648|0,HP,Unknown,Unknown,Unknown
v1|167258331120|0,HP,4GB,Unknown,Unknown
v1|387827372944|0,HP,Unknown,Unknown,Unknown
v1|334256766760|0,HP,Unknown,Unknown,Unknown
v1|146190900842|0,HP,Unknown,Unknown,Unknown
v1|167258330945|0,HP,32GB,Unknown,Unknown
v1|326442592048|0,HP,Unknown,Unknown,Unknown
v1|156641502944|0,HP,32GB,Unknown,Unknown
v1|235401315273|0,HP,Unknown,Unknown,Unknown
v1|335722384510|0,HP,8GB,Unknown,Unknown
v1|167258334860|0,HP,24GB,Unknown,Unknown
v1|285851400216|0,HP,Unknown,Unknown,Unknown
v1|326404303751|0,HP,8GB,Unknown,Unknown
v1|176804026266|0,HP,Unknown,Unknown,Unknown
v1|156681840783|0,HP,Unknown,Unknown,Unknown
v1|156641504549|0,HP,64GB,SSD,Unknown
v1|326415830688|0,HP,Unknown,Unknown,Unknown
v1|326442591347|0,HP,Unknown,Unknown,Unknown
v1|176510862689|0,HP,Unknown,Unknown,Unknown
v1|235877504049|0,HP,Unknown,Unknown,Unknown
v1|235493087722|0,HP,4GB,Unknown,Unknown
v1|196580524852|0,HP,4GB,Unknown,Unknown
v1|235865967274|0,HP,8GB,Unknown,Unknown
v1|374455189890|0,HP,Unknown,Unknown,Unknown
v1|165538663215|0,HP,4GB,Unknown,Unknown
v1|235332770683|0,HP,4GB,Unknown,Unknown
v1|116450395008|0,HP,Unknown,Unknown,Unknown
v1|167024716223|0,HP,Unknown,Unknown,Unknown
v1|404041359513|0,HP,8GB,Unknown,Unknown
v1|323889549649|0,HP,Unknown,Unknown,Unknown
v1|276289910113|0,HP,Unknown,Unknown,Unknown
v1|334973601433|0,HP,4GB,Unknown,Unknown
v1|235904262855|0,HP,4GB,Unknown,Unknown
v1|156641507007|0,HP,24GB,Unknown,Unknown
v1|325454054932|0,HP,8GB,Unknown,Unknown
v1|316021137655|0,HP,Unknown,Unknown,Unknown
v1|276607883732|0,HP,Unknown,Unknown,Unknown
v1|356265003822|0,HP,Unknown,Unknown,Unknown
v1|335722199012|0,HP,8GB,Unknown,Unknown
v1|285649589204|0,HP,Unknown,Unknown,Unknown
v1|326461238590|0,HP,4GB,Unknown,Unknown
v1|135108254706|0,HP,Unknown,Unknown,Unknown
v1|167258331195|0,HP,12GB,Unknown,Unknown
v1|305933114208|0,HP,Unknown,Unknown,Unknown
v1|326442590724|0,HP,Unknown,Unknown,Unknown
v1|235865969543|0,HP,8GB,Unknown,Unknown
v1|355333791545|0,HP,Unknown,Unknown,Unknown
v1|167258334810|0,HP,32GB,SSD,Unknown
v1|276823539874|0,HP,8GB,Unknown,Unknown
v1|167258325908|0,HP,20GB,Unknown,Unknown
v1|325528924527|0,HP,Unknown,Unknown,Unknown
v1|196555199957|0,HP,Unknown,Unknown,Unknown
v1|235684748595|0,HP,Unknown,Unknown,Unknown
v1|286047217176|0,HP,Unknown,Unknown,Unknown
v1|353296149473|0,HP,Unknown,Unknown,Unknown
v1|393987174645|0,HP,Unknown,Unknown,Unknown
v1|326416811500|0,HP,2GB,Unknown,Unknown
v1|335461121466|0,HP,4GB,Unknown,Unknown
v1|356417082253|0,HP,Unknown,Unknown,Unknown
v1|176371620273|0,HP,Unknown,Unknown,Unknown
v1|146155222841|0,HP,Unknown,Unknown,Unknown
v1|305933112174|0,HP,Unknown,Unknown,Unknown
v1|335099343868|0,HP,8GB,Unknown,Unknown
v1|355742814855|0,HP,Unknown,Unknown,Unknown
v1|356368650532|0,HP,Unknown,Unknown,Unknown
v1|186708030116|0,HP,Unknown,Unknown,Unknown
v1|305618344008|0,HP,Unknown,Unknown,Unknown
v1|356058264564|0,HP,Unknown,Unknown,Unknown
v1|297178814334|0,HP,Unknown,Unknown,Unknown
v1|186885358258|0,HP,Unknown,Unknown,Unknown
v1|396318634129|0,HP,Unknown,Unknown,Unknown
v1|196856586596|0,HP,4GB,Unknown,Unknown
v1|326367904473|0,HP,Unknown,Unknown,Unknown
v1|167258330748|0,HP,4GB,Unknown,Unknown
v1|156641510439|0,HP,12GB,Unknown,Unknown
v1|326442591249|0,HP,Unknown,Unknown,Unknown
v1|365319921031|0,HP,Unknown,Unknown,Unknown
v1|167258334774|0,HP,64GB,Unknown,Unknown
v1|295307783542|0,HP,8GB,Unknown,Unknown
v1|167258330067|0,HP,32GB,SSD,Unknown
v1|167258336659|0,HP,24GB,Unknown,Unknown
v1|126716597680|0,HP,Unknown,Unknown,Unknown
v1|285836759158|0,HP,4GB,Unknown,Unknown
v1|315057808488|0,HP,Unknown,Unknown,Unknown
v1|155228867992|0,HP,Unknown,Unknown,Unknown
v1|286103461621|0,HP,4GB,Unknown,Unknown
v1|355568500815|0,HP,Unknown,Unknown,Unknown
v1|276439641008|0,HP,4GB,Unknown,Unknown
v1|176731005009|0,HP,Unknown,Unknown,Unknown
v1|156641507589|0,HP,32GB,Unknown,Unknown
v1|166055383315|0,HP,Unknown,Unknown,Unknown
v1|335141360245|0,HP,4GB,Unknown,Unknown
v1|335722242090|0,HP,8GB,Unknown,Unknown
v1|286139824651|0,HP,4GB,Unknown,Unknown
v1|167258325906|0,HP,16GB,Unknown,Unknown
v1|156641505163|0,HP,16GB,Unknown,Unknown
v1|325163600903|0,HP,8GB,Unknown,Unknown
v1|285658097455|0,HP,8GB,Unknown,Unknown
v1|326442591320|0,HP,Unknown,Unknown,Unknown
v1|404201181812|0,HP,Unknown,Unknown,Unknown
v1|335808426061|0,HP,16GB,Unknown,Unknown
v1|196385734974|0,HP,Unknown,Unknown,Unknown
v1|326420867064|0,HP,Unknown,Unknown,Unknown
v1|305369148000|0,HP,Unknown,Unknown,Unknown
v1|226197034157|0,HP,Unknown,Unknown,Unknown
v1|156641502176|0,HP,48GB,Unknown,Unknown
v1|304943567613|0,HP,Unknown,Unknown,Unknown
v1|167258337009|0,HP,32GB,Unknown,Unknown
v1|276397824147|0,HP,Unknown,Unknown,Unknown
v1|314051320587|0,HP,Unknown,Unknown,Unknown
v1|226525284505|0,HP,Unknown,Unknown,Unknown
v1|176078749990|0,HP,Unknown,Unknown,Unknown
